"Block","Page","id","observed_on","observed_time","taxon.id","taxon.name","taxon.rank","quality_grade","user.id","user.login","user.observations_count","user.identifications_count","user.created_at","location.lat","location.lon","mappable","place.id"
1,1,"149979424","2018-04-29","2018-04-29T13:07:55-04:00","48932","Polemoniaceae","family","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7352730556","-83.9358464167","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149960515","2018-04-29","2018-04-29T13:12:45-04:00","52152","Phlox","genus","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7351575556","-83.9366896389","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149957766","2022-12-30","2022-12-30T08:13:36+13:00","399962","Beilschmiedia tarairi","species","research","145864","geoffreidnz","465","744","2015-10-21T21:33:47+00:00","-36.1788151453","175.3317801654","TRUE","6803 8345 40458 67605 80358 80815 83349 83428 94916 94979 97393 101786 119009 119041 119740 119776"
1,1,"149957385","2018-04-29","2018-04-29T13:13:12-04:00","51062","Maianthemum racemosum","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7352085","-83.9367428056","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149957105","2018-04-29","2018-04-29T13:16:16-04:00","635325","Hypericum prolificum","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7359464167","-83.9361254167","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149956108","2018-04-29","2018-04-29T13:19:57-04:00","543288","Mycosphaerella colorata","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7369392241","-83.9361041039","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149955980","2018-04-29","2018-04-29T13:19:57-04:00","49397","Kalmia latifolia","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7369392241","-83.9361041039","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149955598","2018-04-29","2018-04-29T13:20:57-04:00","635325","Hypericum prolificum","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7371130784","-83.936236538","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149955262","2018-04-29","2018-04-29T13:23:47-04:00","10094","Junco hyemalis","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.74","-83.937593","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149954882","2018-04-29","2018-04-29T13:24:29-04:00","67825","Packera anonyma","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7373142089","-83.9362502843","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149954543","2018-04-29","2018-04-29T13:26:31-04:00","49486","Rhododendron catawbiense","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7377668885","-83.9362828061","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,1,"149954490","2022-11-18","2022-11-18T04:47:00-06:00","202864","Eois","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954488","2022-11-18","2022-11-18T21:48:00-06:00","507145","Microcrambus croesus","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954487","2022-11-18","2022-11-18T22:46:00-06:00","82036","Boletobiinae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279295864","-83.7734252044","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954484","2022-11-18","2022-11-18T22:46:00-06:00","143183","Iridopsis","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279295864","-83.7734252044","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954483","2022-11-18","2022-11-18T22:46:00-06:00","324634","Arta olivalis","species","research","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279295864","-83.7734252044","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954481","2022-11-18","2022-11-18T20:24:00-06:00","118789","Desmia","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279295864","-83.7734252044","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954480","2022-11-18","2022-11-18T21:50:00-06:00","324634","Arta olivalis","species","research","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954479","2022-11-18","2022-11-18T21:49:00-06:00","123032","Larentiinae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,1,"149954478","2022-11-18","2022-11-18T21:49:00-06:00","211061","Platyptiliini","tribe","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954477","2022-11-18","2022-11-18T21:46:00-06:00","47157","Lepidoptera","order","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954476","2022-11-18","2022-11-18T21:46:00-06:00","797975","Synnomos firmamentaria","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954475","2022-11-18","2022-11-18T21:46:00-06:00","143183","Iridopsis","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954473","2022-11-18","2022-11-18T21:45:00-06:00","123036","Geometrinae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954472","2022-11-18","2022-11-18T04:48:00-06:00","122538","Crambinae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954471","2022-11-18","2022-11-18T04:48:00-06:00","199205","Metoeca foedalis","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954470","2022-11-18","2022-11-18T04:45:00-06:00","541436","Lobocleta malvina","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954468","2022-11-18","2022-11-18T04:43:00-06:00","52048","Scopula","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954467","2022-11-18","2022-11-18T04:41:00-06:00","173776","Disphragis","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,2,"149954225","2018-04-29","2018-04-29T13:27:11-04:00","49397","Kalmia latifolia","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7377583474","-83.9362670481","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,2,"149953992","2018-04-29","2018-04-29T13:29:52-04:00","54793","Lindera benzoin","species","research","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7379702216","-83.936306946","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,2,"149952756","2018-04-29","2018-04-29T13:33:08-04:00","203800","Xanthoparmelia conspersa","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.73846275","-83.93659925","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,2,"149952512","2018-04-29","2018-04-29T13:34:38-04:00","119826","Arabidopsis lyrata","species","needs_id","703773","lincolndurey","13348","101543","2017-11-12T01:30:40+00:00","34.7385336555","-83.9365614206","TRUE","1 23 2529 9853 50853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 95097 96685 97394 111970 121080 121699 124094 124637 127683 127684 128746 135019 154626 159642 188058"
1,2,"149951767","2023-01-26","2023-01-26T08:08:24-05:00","120009","Hypericum hypericoides","species","needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0698951175","-84.3431793448","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951724","2023-01-25","2023-01-25T11:12:29-05:00","56206","Aucuba japonica","species","casual","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0696282475","-84.3426123134","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951719","2023-01-19","2023-01-19T14:11:04-05:00","27184","Plethodon glutinosus","species","needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0697833333","-84.343125","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951706","2023-01-10","2023-01-10T15:36:38-05:00","75371","Allium vineale","species","needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0646377","-84.3357315","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951678","2023-01-10","2023-01-10T15:28:33-05:00",NA,NA,NA,"needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.063715899","-84.3355986542","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951625","2023-01-10","2023-01-10T15:23:05-05:00","62685","Epifagus virginiana","species","research","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0637462057","-84.3355416782","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951606","2023-01-10","2023-01-10T15:16:04-05:00","83799","Mitchella repens","species","research","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0645848","-84.3357217","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951583","2023-01-10","2023-01-10T15:10:29-05:00","60748","Smilax","genus","needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0635301093","-84.3356020558","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951482","2023-01-10","2023-01-10T15:08:23-05:00","82358","Chimaphila maculata","species","research","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.063470589","-84.3355846846","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951462","2023-01-10","2023-01-10T15:06:17-05:00","121490","Tipularia discolor","species","research","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.063394454","-84.3356109891","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951443","2023-01-10","2023-01-10T15:02:40-05:00","122183","Hexastylis arifolia","species","research","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0635316719","-84.3356139385","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 141726"
1,2,"149951328","2022-11-09","2022-11-09T17:47:35-05:00","117433","Euonymus alatus","species","needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.0393730146","-84.3632584698","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 132864 141726"
1,2,"149951272","2022-11-09","2022-11-09T17:45:39-05:00",NA,NA,NA,"needs_id","1677100","bangsplat","1000","0","2019-04-26T22:02:23+00:00","34.039316013","-84.363283839","TRUE","1 23 690 9853 51894 57106 59613 61551 64423 66741 81418 82256 82257 90754 96685 97394 111970 127683 127684 130842 132629 132864 141726"
1,2,"149888128","2022-08-22","2022-08-22T11:03:00+10:00","130767","Euploea core","species","research","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-33.8952636697","151.144857731","TRUE","6744 6825 18654 66630 97393 117951 129293 142327 182846 184577 185357"
1,2,"149887802","2021-06-01","2021-06-01T15:11:00+09:30","194764","Trichiocercus sparshalli","species","research","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-34.9197730833","138.6026611111","TRUE","6744 6899 19236 97393 117992 124909 124910 124968 129294 146094"
1,2,"149886543","2022-12-24","2022-12-24T06:17:00+10:30","33449","Christinus marmoratus","species","research","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.01818358","138.6343889287","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,2,"149886123","2022-08-19","2022-08-19T13:38:00+10:00","146186","Intellagama lesueurii","species","research","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-33.8630145814","151.2161811801","TRUE","6744 6825 18684 97393 117951 117996 122490 129293 142327 175535 185357 187748"
1,3,"149876574","2022-11-18","2022-11-18T21:46:00-06:00","253100","Walterianella","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876573","2022-11-18","2022-11-18T21:48:00-06:00","51276","Pentatominae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876572","2022-11-18","2022-11-18T21:50:00-06:00","253100","Walterianella","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8279266667","-83.7734166667","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876571","2022-11-18","2022-11-18T04:46:00-06:00","154347","Perlidae","family","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876569","2022-11-18","2022-11-18T04:46:00-06:00","122486","Spilomelinae","subfamily","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876568","2022-11-18","2022-11-18T04:46:00-06:00","133103","Bothriocera","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876567","2022-11-18","2022-11-18T04:44:00-06:00","511494","Oncotophasma","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876565","2022-11-18","2022-11-18T04:43:00-06:00","47208","Coleoptera","order","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876564","2022-11-18","2022-11-18T04:42:00-06:00","253100","Walterianella","genus","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8284383333","-83.772385","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149876563","2022-11-18","2022-11-18T09:25:00-06:00","199972","Adelpha melanthe","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.8281934266","-83.7734332409","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 141612 143141 145615 159115"
1,3,"149872502","2022-11-18","2022-11-18T11:13:00-06:00","47653","Hesperiidae","family","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.7674525169","-83.8569184811","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872501","2022-11-18","2022-11-18T11:35:00-06:00","258417","Greta annette","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872500","2022-11-18","2022-11-18T11:07:00-06:00","335648","Eresia ithomioides","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872499","2022-11-18","2022-11-18T11:03:00-06:00","335648","Eresia ithomioides","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872497","2022-11-18","2022-11-18T11:02:00-06:00","257806","Urbanus viterboana","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872495","2022-11-18","2022-11-18T11:42:00-06:00","132134","Hermeuptychia hermes","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872494","2022-11-18","2022-11-18T11:41:00-06:00","58514","Euphyes vestris","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872493","2022-11-18","2022-11-18T10:55:00-06:00","132134","Hermeuptychia hermes","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872492","2022-11-18","2022-11-18T10:55:00-06:00","558279","Hermeuptychia harmonia","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149872491","2022-11-18","2022-11-18T10:54:00-06:00","1081329","Lon zabulon","species","needs_id","63375","rkostecke","40647","1568","2014-11-13T16:25:41+00:00","9.767143883","-83.8568541081","TRUE","6924 9853 12773 29303 56773 66741 82257 97394 143141 145615 159116"
1,3,"149843740","2022-03-15","2022-03-15T21:20:00+10:30","61415","Psychidae","family","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843739","2022-03-15","2022-03-15T21:18:00+10:30","471542","Faveria tritalis","species","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843738","2022-03-15","2022-03-15T21:17:00+10:30","519188","Leptomyrmecini","tribe","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843737","2022-03-15","2022-03-15T21:17:00+10:30","53237","Cicadellidae","family","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843736","2022-03-15","2022-03-15T21:16:00+10:30","321017","Tachyporini","tribe","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843735","2022-03-15","2022-03-15T21:16:00+10:30","47157","Lepidoptera","order","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843733","2022-03-15","2022-03-15T21:16:00+10:30","225223","Monopis crocicapitella","species","needs_id","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
1,3,"149843732","2022-03-15","2022-03-15T21:15:00+10:30","244284","Nacoleia rhoeoalis","species","research","1727030","streglystendec","6654","3739","2019-05-07T06:21:32+00:00","-35.0183329488","138.6344686634","TRUE","6744 6899 19286 97393 117992 124909 124910 124968 129294 144109 146094"
